block_id,n_events,n_distinct_events,warn_err_ratio,evt_0,evt_1,evt_2,evt_3,evt_4,evt_5,evt_6,evt_7,evt_8,evt_9,evt_10,label
blk_3456912828,4,4,0.25,0,1,1,1,1,0,0,0,0,0,0,0
blk_3457462090,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_3461676242,5,5,0.2,0,1,1,1,1,0,0,1,0,0,0,0
blk_3468882301,5,5,0.2,0,1,1,1,0,0,1,1,0,0,0,0
blk_3472945602,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_3476068017,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_3476454779,5,5,0.2,0,1,1,1,1,0,0,1,0,0,0,0
blk_3476927102,4,4,0.5,0,1,1,0,1,0,0,1,0,0,0,0
blk_3479968802,4,4,0.75,0,1,1,0,1,0,1,0,0,0,0,0
blk_3491120475,5,5,0.2,0,1,0,1,1,0,1,1,0,0,0,0
blk_3491330962,6,6,0.3333333333333333,1,1,1,1,0,0,1,1,0,0,0,1
blk_3503749501,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_3508173279,5,5,0.4,0,1,1,1,1,0,0,1,0,0,0,0
blk_3510435464,5,5,0.0,0,1,1,1,0,0,1,1,0,0,0,0
blk_3517965123,4,4,0.25,0,1,1,1,0,0,0,1,0,0,0,0
blk_3524798318,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_3529259860,5,5,0.4,0,1,1,1,1,0,1,0,0,0,0,0
blk_3530097488,4,4,0.5,0,1,1,1,1,0,0,0,0,0,0,0
blk_3535725183,4,4,0.5,0,1,0,0,1,0,1,1,0,0,0,0
blk_3557818534,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_3559206826,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_3561424677,6,6,0.5,0,1,1,1,1,0,1,1,0,0,0,0
blk_3572225603,5,5,0.4,0,1,1,0,1,0,1,1,0,0,0,0
blk_3575965976,5,5,0.0,0,1,1,1,1,0,1,0,0,0,0,0
blk_3580903805,5,5,0.4,0,1,1,1,1,0,1,0,0,0,0,0
blk_3590194168,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_3598595960,6,6,0.5,0,0,1,1,1,0,1,1,0,0,1,1
blk_3598759408,4,4,0.25,0,1,1,1,0,0,0,1,0,0,0,0
blk_3599531645,5,5,0.4,0,1,1,1,1,0,0,1,0,0,0,0
blk_3607807063,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_3610072762,5,5,0.0,0,1,1,1,1,0,0,1,0,0,0,0
blk_3610300148,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_3613474069,5,5,0.4,0,1,1,1,0,0,1,1,0,0,0,0
blk_3614170740,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_3621290397,6,6,0.5,0,1,1,1,1,0,1,1,0,0,0,0
blk_3627876754,5,5,0.2,0,0,1,1,1,0,1,1,0,0,0,0
blk_3630757463,6,6,0.8333333333333334,0,1,0,0,1,1,1,1,0,0,1,1
blk_3631625236,4,4,0.0,0,1,1,0,1,0,1,0,0,0,0,0
blk_3643880668,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_3645322544,4,4,0.25,0,1,1,1,1,0,0,0,0,0,0,0
blk_3650207261,5,5,0.2,0,1,1,1,1,0,1,0,0,0,0,0
blk_3670508080,4,4,0.0,0,0,1,1,1,0,0,1,0,0,0,0
blk_3674781219,4,4,0.25,0,1,0,0,1,0,1,1,0,0,0,0
blk_3679053069,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_3688197306,5,5,0.2,0,1,0,1,1,0,1,1,0,0,0,0
blk_3698645591,4,4,0.25,0,1,1,1,1,0,0,0,0,0,0,0
blk_3714676680,4,4,0.25,0,1,0,1,1,0,1,0,0,0,0,0
blk_3723513009,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_3724656070,4,4,0.0,0,1,1,0,1,0,1,0,0,0,0,0
blk_3724715411,4,4,0.5,0,1,0,0,1,0,1,1,0,0,0,0
blk_3724762982,4,4,0.5,0,1,0,0,1,0,1,1,0,0,0,0
blk_3731823393,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_3750560674,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_3751509572,4,4,1.0,0,1,1,0,1,0,0,1,0,0,0,0
blk_3752371688,5,5,0.4,0,1,1,1,1,0,1,0,0,0,0,0
blk_3757155905,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_3760904004,5,5,0.2,0,1,0,1,1,0,1,1,0,0,0,0
blk_3761816822,4,4,0.0,0,1,1,0,0,0,1,1,0,0,0,0
blk_3762970158,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_3765483408,4,4,0.0,0,1,1,1,0,0,1,0,0,0,0,0
blk_3767898324,4,4,0.25,0,1,1,0,0,0,1,1,0,0,0,0
blk_3778767509,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_3782380716,8,8,0.5,1,1,1,1,1,0,1,1,0,0,1,1
blk_3782500908,5,5,0.0,0,1,1,1,1,0,0,1,0,0,0,0
blk_3784625546,5,5,0.2,0,1,0,1,1,0,1,1,0,0,0,0
blk_3786629669,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_3797975906,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_3802735541,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_3824069694,4,4,0.25,0,1,0,1,1,0,0,1,0,0,0,0
blk_3832356500,4,4,0.25,0,1,1,0,1,0,1,0,0,0,0,0
blk_3836149659,5,5,0.6,0,0,1,1,1,0,1,1,0,0,0,0
blk_3837078053,4,4,0.0,0,1,1,1,0,0,0,1,0,0,0,0
blk_3844770137,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_3845474962,7,7,0.7142857142857143,0,1,1,1,1,1,1,1,0,0,0,1
blk_3850165730,4,4,0.5,0,1,0,1,1,0,0,1,0,0,0,0
blk_3854272288,5,5,0.2,0,1,1,0,1,0,1,1,0,0,0,0
blk_3855669737,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_3856401315,5,5,0.0,0,1,0,1,1,0,1,1,0,0,0,0
blk_3865184754,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_3871249791,5,5,0.2,0,1,1,1,1,0,1,0,0,0,0,0
blk_3880538701,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_3885652776,4,4,0.5,0,0,1,1,1,0,1,0,0,0,0,0
blk_3888468515,4,4,0.25,0,0,1,1,1,0,1,0,0,0,0,0
blk_3888540282,4,4,0.25,0,1,0,1,1,0,0,1,0,0,0,0
blk_3895125031,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_3895657315,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_3897627034,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_3900645171,6,6,0.5,0,1,1,1,1,0,1,1,0,0,0,0
blk_3905887759,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_3927129299,5,5,0.2,0,0,1,1,1,0,1,1,0,0,0,0
blk_3927755637,4,4,0.25,0,1,0,1,0,0,1,1,0,0,0,0
blk_3937277782,4,4,0.5,0,1,0,1,1,0,1,0,0,0,0,0
blk_3938909966,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_3942252583,4,4,0.0,0,1,1,1,1,0,0,0,0,0,0,0
blk_3942769640,5,5,0.4,0,1,1,0,1,0,1,1,0,0,0,0
blk_3947552128,5,5,0.0,0,1,1,0,1,0,1,1,0,0,0,0
blk_3957508033,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_3969290088,5,5,0.2,0,1,1,0,1,0,1,1,0,0,0,0
blk_3970882968,5,5,0.2,0,0,1,1,1,0,1,1,0,0,0,0
blk_3977036264,5,5,0.4,0,1,1,1,0,0,1,1,0,0,0,0
blk_3979533316,5,5,0.2,0,1,0,1,1,0,1,1,0,0,0,0
blk_3980120255,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_3981803676,4,4,0.0,0,1,0,1,1,0,0,1,0,0,0,0
blk_3989137564,4,4,0.0,0,0,0,1,1,0,1,1,0,0,0,0
blk_3997051924,4,4,0.0,0,1,0,1,0,0,1,1,0,0,0,0
blk_4006190603,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_4012229739,5,5,0.4,0,0,1,1,1,0,1,1,0,0,0,0
blk_4012909070,4,4,0.25,0,1,0,1,1,0,0,1,0,0,0,0
blk_4014775532,4,4,0.0,0,1,1,0,1,0,1,0,0,0,0,0
blk_4014864348,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_4016452164,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_4018513761,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_4021264622,5,5,0.0,0,1,1,1,1,0,0,1,0,0,0,0
blk_4022518844,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_4023096776,6,6,0.5,0,1,1,1,1,0,1,1,0,0,0,0
blk_4030783506,7,7,0.8571428571428571,0,1,1,1,1,1,1,1,0,0,0,1
blk_4036641779,5,5,0.0,0,0,1,1,1,0,1,1,0,0,0,0
blk_4052564760,5,5,0.2,0,1,0,1,1,0,1,1,0,0,0,0
blk_4057264402,4,4,0.25,0,1,0,1,0,0,1,1,0,0,0,0
blk_4060857729,5,5,0.6,0,1,1,1,1,0,1,0,0,0,0,0
blk_4061817821,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_4067378301,4,4,0.25,0,1,1,1,0,0,0,1,0,0,0,0
blk_4075973674,5,5,0.2,0,1,1,1,1,0,0,1,0,0,0,0
blk_4075991525,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_4077428887,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_4084543230,5,5,0.8,0,1,1,1,0,1,0,1,0,0,0,1
blk_4087507878,4,4,0.5,0,1,0,0,1,0,1,1,0,0,0,0
blk_4093551332,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_4098690119,5,5,0.2,0,1,0,1,1,0,1,1,0,0,0,0
blk_4099599659,5,5,0.4,0,1,1,1,1,0,0,1,0,0,0,0
blk_4106739894,4,4,0.5,0,1,0,1,1,0,1,0,0,0,0,0
blk_4108454382,5,5,0.0,0,1,1,1,0,0,1,1,0,0,0,0
blk_4109114002,4,4,0.25,0,0,1,1,0,0,1,1,0,0,0,0
blk_4110279524,4,4,0.25,0,1,1,0,0,0,1,1,0,0,0,0
blk_4110620408,5,5,0.4,0,1,1,1,1,0,0,1,0,0,0,0
blk_4118864039,5,5,0.4,0,1,0,1,1,0,1,1,0,0,0,0
blk_4119823197,4,4,0.5,0,1,0,1,1,0,1,0,0,0,0,0
blk_4121330283,4,4,0.5,0,1,0,1,1,0,0,1,0,0,0,0
blk_4136425159,6,6,0.5,0,1,1,1,1,0,1,1,0,0,0,0
blk_4139269352,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_4141329761,4,4,0.5,0,1,0,1,1,0,0,1,0,0,0,0
blk_4145014533,8,7,0.625,0,1,1,1,1,0,1,1,0,2,0,1
blk_4148166788,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_4153954058,5,5,0.2,0,1,1,1,1,0,0,1,0,0,0,0
blk_4155023987,4,4,0.75,0,1,0,1,1,0,0,1,0,0,0,0
blk_4161000281,4,4,0.25,0,1,1,1,1,0,0,0,0,0,0,0
blk_4165156198,4,4,0.25,0,1,1,0,1,0,1,0,0,0,0,0
blk_4170871214,5,5,0.4,0,1,1,1,1,0,0,1,0,0,0,0
blk_4204531856,4,4,0.25,0,0,1,1,1,0,0,1,0,0,0,0
blk_4207713736,6,6,0.5,0,1,1,1,1,0,1,1,0,0,0,0
blk_4216115053,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_4222670195,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_4222813559,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_4230692407,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_4230826904,5,5,0.4,0,1,1,0,1,0,1,1,0,0,0,0
blk_4238590493,5,5,0.4,0,1,0,1,1,0,1,1,0,0,0,0
blk_4240863351,4,4,0.25,0,1,1,0,1,0,0,1,0,0,0,0
blk_4241021927,6,6,0.5,0,1,1,1,1,0,1,1,0,0,0,0
blk_4247883480,4,4,0.0,0,1,0,0,1,0,1,1,0,0,0,0
blk_4254584300,4,4,0.0,0,0,1,1,0,0,1,1,0,0,0,0
blk_4263718146,4,4,0.0,0,1,1,1,1,0,0,0,0,0,0,0
blk_4264523505,5,5,0.4,0,1,1,1,0,0,1,1,0,0,0,0
blk_4265816447,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_4273803402,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_4302274048,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_4313632518,4,4,0.0,0,1,1,1,1,0,0,0,0,0,0,0
blk_4317983383,6,6,0.5,0,1,1,1,1,0,1,1,0,0,0,0
blk_4319092140,4,4,0.5,0,1,1,1,1,0,0,0,0,0,0,0
blk_4320317055,5,5,0.4,0,1,1,0,1,0,1,1,0,0,0,0
blk_4322946965,4,4,0.5,0,1,0,1,1,0,1,0,0,0,0,0
blk_4327683583,5,5,0.0,0,1,1,1,1,0,1,0,0,0,0,0
blk_4336695200,4,4,0.5,0,0,1,0,1,0,0,1,0,1,0,1
blk_4337872614,6,6,0.5,0,1,1,1,1,0,1,1,0,0,0,0
blk_4338672969,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_4351415743,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_4353209381,5,5,0.0,0,1,1,0,1,0,1,1,0,0,0,0
blk_4371292619,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_4382969417,5,5,0.2,0,1,1,1,1,0,1,0,0,0,0,0
blk_4398133260,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_4401050794,4,4,0.25,0,1,1,1,0,0,1,0,0,0,0,0
blk_4405799702,5,5,0.2,0,1,1,1,1,0,1,0,0,0,0,0
blk_4406256580,4,4,0.25,0,0,0,1,1,0,1,1,0,0,0,0
blk_4409276796,4,4,0.25,0,1,0,0,1,0,1,1,0,0,0,0
blk_4410413392,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_4412205731,5,5,0.4,1,1,0,1,1,0,1,0,0,0,0,1
blk_4422152502,5,5,0.4,0,1,1,1,1,0,1,0,0,0,0,0
blk_4425535846,6,6,0.5,0,1,1,1,1,0,1,1,0,0,0,0
blk_4427442253,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_4438440178,6,6,0.8333333333333334,0,1,1,1,0,0,1,1,0,1,0,1
blk_4445432742,5,5,0.4,0,1,0,1,1,0,1,1,0,0,0,0
blk_4445778992,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_4450497915,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_4455557243,4,4,0.0,0,1,0,1,1,0,1,0,0,0,0,0
blk_4459687858,4,4,0.5,0,0,1,1,1,0,1,0,0,0,0,0
blk_4468319782,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_4471006055,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_4482816381,4,4,0.75,0,0,1,1,1,0,1,0,0,0,0,0
blk_4486489710,6,6,0.5,0,1,1,1,1,0,1,1,0,0,0,0
blk_4486511677,5,5,0.6,0,0,1,1,1,0,1,1,0,0,0,0
blk_4487674403,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_4489095691,5,5,0.4,0,1,1,1,1,0,0,1,0,0,0,0
blk_4490630239,4,4,0.25,0,1,1,0,1,0,0,1,0,0,0,0
blk_4500819318,5,5,0.0,0,1,1,0,1,0,1,1,0,0,0,0
blk_4503283973,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_4520891518,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_4521154858,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_4523660478,4,4,0.75,0,1,1,0,0,0,1,1,0,0,0,0
blk_4526095923,5,5,0.6,0,1,0,1,1,0,1,1,0,0,0,0
blk_4534502945,5,5,0.0,0,1,1,1,1,0,1,0,0,0,0,0
blk_4539145875,6,6,0.6666666666666666,0,1,0,1,1,0,1,1,0,0,1,1
blk_4540391196,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_4540403530,5,5,0.2,0,1,1,1,1,0,0,1,0,0,0,0
blk_4544863202,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_4561569551,5,5,0.2,0,0,1,1,1,0,1,1,0,0,0,0
blk_4563457971,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_4563615081,4,4,0.75,0,1,1,1,1,0,0,0,0,0,0,0
blk_4569756698,5,5,0.0,0,1,1,0,1,0,1,1,0,0,0,0
blk_4573065889,5,5,0.2,0,1,1,1,1,0,0,1,0,0,0,0
blk_4573582914,4,4,0.5,0,0,1,1,0,0,1,1,0,0,0,0
blk_4582523154,6,6,0.5,0,1,1,1,1,0,1,1,0,0,0,0
blk_4590247813,6,6,0.5,0,1,1,1,1,0,1,1,0,0,0,0
blk_4594798150,5,5,0.0,0,1,0,1,1,0,1,1,0,0,0,0
blk_4594934824,5,5,0.0,0,1,1,1,0,0,1,1,0,0,0,0
blk_4595242208,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_4596938391,4,4,0.5,0,0,0,1,1,0,1,1,0,0,0,0
blk_4598720609,4,4,0.0,0,1,0,1,0,0,1,1,0,0,0,0
blk_4600436234,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_4605098265,4,4,0.0,0,0,0,1,1,0,1,1,0,0,0,0
blk_4608473601,5,5,0.4,0,0,1,1,1,0,1,1,0,0,0,0
blk_4614282628,5,5,0.6,0,1,1,1,0,0,0,1,0,0,1,1
blk_4618150130,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_4627564383,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_4627924130,4,4,0.0,0,1,0,1,1,0,1,0,0,0,0,0
blk_4633765162,6,6,0.5,0,1,1,1,1,0,1,1,0,0,0,0
blk_4645009718,4,4,0.25,0,1,0,1,1,0,1,0,0,0,0,0
blk_4655857798,4,4,0.25,0,1,0,0,1,0,1,1,0,0,0,0
blk_4656442707,5,5,0.4,0,1,1,1,0,0,1,1,0,0,0,0
blk_4656685909,4,4,0.25,0,1,1,1,0,0,1,0,0,0,0,0
blk_4661865964,4,4,0.5,0,0,1,1,1,0,1,0,0,0,0,0
blk_4665274460,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_4669684574,5,5,0.2,0,1,1,0,1,0,1,1,0,0,0,0
blk_4677583038,4,4,0.25,0,0,1,0,1,0,1,1,0,0,0,0
blk_4679050295,5,5,0.6,0,1,1,0,1,0,1,1,0,0,0,0
blk_4680041149,4,4,0.25,0,0,1,1,1,0,0,1,0,0,0,0
blk_4685733499,6,6,0.8333333333333334,0,1,0,1,1,0,1,0,1,1,0,1
blk_4693334445,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_4694749247,4,4,0.0,0,0,1,0,1,0,1,1,0,0,0,0
blk_4700106489,4,4,0.0,0,1,1,0,0,0,1,1,0,0,0,0
blk_4701228400,5,5,0.2,0,1,0,1,1,0,1,1,0,0,0,0
blk_4707679743,4,4,0.0,0,1,0,1,0,0,1,1,0,0,0,0
blk_4721639595,5,5,0.2,0,1,1,1,0,0,1,1,0,0,0,0
blk_4731762453,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_4759139688,4,4,0.0,0,1,0,0,1,0,1,1,0,0,0,0
blk_4761009125,5,5,0.2,0,1,0,1,1,0,1,1,0,0,0,0
blk_4765391387,5,5,0.2,0,0,1,1,1,0,1,1,0,0,0,0
blk_4766470263,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_4767762778,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_4769345571,4,4,0.5,0,1,1,1,0,0,1,0,0,0,0,0
blk_4794046968,4,4,0.0,0,0,1,1,1,0,1,0,0,0,0,0
blk_4799973041,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_4805216584,8,8,0.625,0,1,1,1,1,0,1,1,1,0,1,1
blk_4816963861,5,5,0.0,0,1,0,1,1,0,1,1,0,0,0,0
blk_4823234408,5,5,0.2,0,1,1,0,1,0,1,1,0,0,0,0
blk_4827201472,5,5,0.6,0,0,1,1,1,0,1,1,0,0,0,0
blk_4831411206,5,5,0.4,0,1,1,1,1,0,0,1,0,0,0,0
blk_4831748169,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_4845131529,4,4,0.0,0,1,1,0,1,0,1,0,0,0,0,0
blk_4845392406,7,7,0.2857142857142857,0,1,1,1,0,0,1,1,0,1,1,1
blk_4848455546,4,4,0.25,0,1,1,0,1,0,1,0,0,0,0,0
blk_4850203975,4,4,0.5,0,0,1,1,1,0,1,0,0,0,0,0
blk_4852384883,6,6,0.6666666666666666,1,1,0,1,0,1,1,1,0,0,0,1
blk_4855061419,6,6,0.5,0,1,1,1,1,0,1,1,0,0,0,0
blk_4856732902,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_4857050909,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_4861617140,4,4,0.25,0,1,1,0,1,0,0,1,0,0,0,0
blk_4869195190,5,5,0.2,0,1,1,1,1,0,0,1,0,0,0,0
blk_4871710998,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_4873067749,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_4873596821,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_4899122926,6,6,0.3333333333333333,0,1,1,0,1,0,1,0,1,1,0,1
blk_4899391787,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_4910260531,4,4,0.5,0,0,1,1,0,0,1,1,0,0,0,0
blk_4916553192,6,6,0.6666666666666666,1,1,1,0,1,0,1,1,0,0,0,1
blk_4927432256,5,5,0.2,0,1,1,1,1,0,0,1,0,0,0,0
blk_4933994863,5,5,0.2,0,1,1,1,0,0,1,1,0,0,0,0
blk_4935235965,4,4,0.75,0,0,1,0,1,0,1,1,0,0,0,0
blk_4936516706,5,5,0.4,0,1,0,1,1,0,1,1,0,0,0,0
blk_4941811785,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_4943269173,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_4950863905,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_4956857586,5,5,0.2,0,1,0,1,1,0,1,1,0,0,0,0
blk_4964360681,4,4,0.5,0,1,0,1,1,0,1,0,0,0,0,0
blk_4969779149,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_4972377155,4,4,0.0,0,1,1,1,0,0,1,0,0,0,0,0
blk_4975692154,4,4,0.25,0,0,1,1,0,0,1,1,0,0,0,0
blk_4981838441,6,6,0.6666666666666666,1,1,1,1,1,0,0,1,0,0,0,1
blk_4985261646,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_4985820692,6,6,0.8333333333333334,0,0,1,1,1,0,1,1,0,1,0,1
blk_4986946490,5,5,0.2,0,1,1,1,0,0,1,1,0,0,0,0
blk_4988093121,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_4991162839,7,7,0.5714285714285714,0,1,1,1,1,1,1,1,0,0,0,1
blk_4991586604,4,4,0.25,0,1,1,0,1,0,1,0,0,0,0,0
blk_4991759341,4,4,0.0,0,1,0,0,1,0,1,1,0,0,0,0
blk_4998343533,6,6,0.5,0,1,1,1,1,0,1,1,0,0,0,0
blk_4998413869,5,5,0.2,0,1,1,1,1,0,0,1,0,0,0,0
blk_4999111508,4,4,0.0,0,0,0,1,1,0,1,1,0,0,0,0
blk_5005893367,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_5007244891,4,4,0.0,0,0,1,1,0,0,1,1,0,0,0,0
blk_5010456149,5,5,0.4,0,1,1,1,1,0,0,1,0,0,0,0
blk_5010643274,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_5010764203,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_5012922647,5,5,0.2,0,1,1,1,1,0,0,1,0,0,0,0
blk_5018462572,4,4,0.5,0,1,0,1,0,0,1,1,0,0,0,0
blk_5024863958,4,4,0.0,0,1,1,0,1,0,0,1,0,0,0,0
blk_5029681337,4,4,0.0,0,1,1,0,1,0,0,1,0,0,0,0
blk_5030326187,4,4,0.25,0,1,0,0,1,0,1,1,0,0,0,0
blk_5055130224,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_5059655791,5,5,0.2,0,1,1,1,1,0,0,1,0,0,0,0
blk_5065861662,6,6,0.5,0,1,1,1,1,0,1,1,0,0,0,0
blk_5070779834,5,5,0.2,0,0,1,1,1,0,1,1,0,0,0,0
blk_5073967379,5,5,0.6,0,1,1,1,1,0,1,0,0,0,0,0
blk_5076512001,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_5077452155,6,6,0.6666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_5083882023,5,5,0.0,0,0,1,1,1,0,1,1,0,0,0,0
blk_5086924736,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_5088572439,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_5088728639,5,5,1.0,0,1,1,0,1,0,0,1,0,1,0,1
blk_5096030467,5,5,0.8,0,1,1,1,1,0,1,0,0,0,0,0
blk_5096686148,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_5100416185,5,5,0.2,0,1,1,0,1,0,1,1,0,0,0,0
blk_5108193761,4,4,0.5,0,0,1,1,1,0,0,1,0,0,0,0
blk_5110978844,5,5,0.6,0,0,1,1,1,0,1,1,0,0,0,0
blk_5111857219,4,4,0.25,0,0,1,1,0,0,1,1,0,0,0,0
blk_5114834699,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_5115232534,5,5,0.4,0,1,1,0,1,0,1,1,0,0,0,0
blk_5120774029,6,6,0.16666666666666666,1,1,1,1,1,0,0,1,0,0,0,1
